id,anio,mun,estratos,sexo,edad,total,total_low,total_upp,dim,nomgeo
212,2015.0,11.0,Pobreza muy alta,Hombre,30-44,7484.0,613068155092000.0,883731844908000.0,Vivienda,Tláhuac
213,2015.0,11.0,Pobreza muy alta,Hombre,45-59,3803.0,277155491024000.0,483444508976000.0,Vivienda,Tláhuac
214,2015.0,11.0,Pobreza muy alta,Hombre,60 y mas,1561.0,956727866332000.0,216527213367000.0,Vivienda,Tláhuac
215,2015.0,11.0,Pobreza muy alta,Mujer,12-29,13257.0,106171402024000.0,158968597976000.0,Vivienda,Tláhuac
216,2015.0,11.0,Pobreza muy alta,Mujer,30-44,8247.0,682153050029000.0,967246949971000.0,Vivienda,Tláhuac
217,2015.0,11.0,Pobreza muy alta,Mujer,45-59,4425.0,305355637597000.0,579644362403000.0,Vivienda,Tláhuac
218,2015.0,11.0,Pobreza muy alta,Mujer,60 y mas,2224.0,143258185218000.0,301541814782000.0,Vivienda,Tláhuac
219,2015.0,11.0,Pobreza muy alta,Mujer,No especificado,26.0,-183559935845000.0,703559935845000.0,Vivienda,Tláhuac
220,2015.0,11.0,Pobreza alta,Hombre,0-11,5372.0,387434021050000.0,686965978950000.0,Vivienda,Tláhuac
221,2015.0,11.0,Pobreza alta,Hombre,45-59,2796.0,204633806671000.0,354566193329000.0,Vivienda,Tláhuac
222,2015.0,11.0,Pobreza alta,Hombre,60 y mas,1715.0,124466116364000.0,218533883636000.0,Vivienda,Tláhuac
223,2015.0,11.0,Pobreza alta,Mujer,0-11,4412.0,324819053956000.0,557580946044000.0,Vivienda,Tláhuac
224,2015.0,11.0,Pobreza moderada,Hombre,0-11,8506.0,672833946077000.0,102836605392000.0,Vivienda,Tláhuac
225,2015.0,11.0,Pobreza moderada,Mujer,0-11,9616.0,767256476613000.0,115594352339000.0,Vivienda,Tláhuac
226,2015.0,11.0,Pobreza moderada,Mujer,12-29,16649.0,140996535496000.0,191983464504000.0,Vivienda,Tláhuac
227,2015.0,11.0,Pobreza moderada,Mujer,30-44,12899.0,109718819803000.0,148261180197000.0,Vivienda,Tláhuac
228,2015.0,11.0,Pobreza moderada,Mujer,60 y mas,5547.0,414431411038000.0,694968588962000.0,Vivienda,Tláhuac
229,2015.0,11.0,Satisfaccion mínima,Hombre,No especificado,28.0,-141416987772000.0,701416987772000.0,Vivienda,Tláhuac
230,2015.0,11.0,Satisfaccion mínima,Mujer,30-44,6593.0,539037663103000.0,779562336897000.0,Vivienda,Tláhuac
231,2015.0,11.0,Estrato medio,Hombre,30-44,7606.0,612610466901000.0,908589533099000.0,Vivienda,Tláhuac
232,2015.0,11.0,Estrato medio,Mujer,12-29,10557.0,859497421609000.0,125190257839000.0,Vivienda,Tláhuac
233,2015.0,11.0,Estrato medio,Mujer,30-44,9024.0,750799331494000.0,105400066851000.0,Vivienda,Tláhuac
234,2015.0,11.0,Estrato alto,Hombre,30-44,2051.0,149486043357000.0,260713956643000.0,Vivienda,Tláhuac
235,2015.0,12.0,Pobreza muy alta,Mujer,0-11,20195.0,15751589153000.0,24638410847000.0,Vivienda,Tlalpan
236,2015.0,12.0,Pobreza alta,Hombre,12-29,9720.0,819356438330000.0,112464356167000.0,Vivienda,Tlalpan
237,2015.0,12.0,Pobreza alta,Hombre,30-44,7314.0,607574419550000.0,855225580450000.0,Vivienda,Tlalpan
238,2015.0,12.0,Pobreza alta,Hombre,No especificado,18.0,-389603775163000.0,749603775163000.0,Vivienda,Tlalpan
239,2015.0,12.0,Pobreza alta,Mujer,12-29,10492.0,898494521684000.0,119990547832000.0,Vivienda,Tlalpan
240,2015.0,12.0,Pobreza alta,Mujer,30-44,8357.0,702569514839000.0,968830485161000.0,Vivienda,Tlalpan
241,2015.0,12.0,Pobreza moderada,Hombre,0-11,12277.0,104054157709000.0,141485842291000.0,Vivienda,Tlalpan
242,2015.0,12.0,Pobreza moderada,Hombre,60 y mas,7256.0,603842756661000.0,847357243339000.0,Vivienda,Tlalpan
243,2015.0,12.0,Pobreza moderada,Mujer,30-44,18441.0,160872242848000.0,207947757152000.0,Vivienda,Tlalpan
244,2015.0,12.0,Pobreza moderada,Mujer,No especificado,27.0,-310006392698000.0,850006392698000.0,Vivienda,Tlalpan
245,2015.0,12.0,Satisfaccion mínima,Hombre,0-11,5911.0,480883610190000.0,701316389810000.0,Vivienda,Tlalpan
246,2015.0,12.0,Satisfaccion mínima,Hombre,30-44,8771.0,728604719773000.0,102559528023000.0,Vivienda,Tlalpan
247,2015.0,12.0,Satisfaccion mínima,Hombre,60 y mas,4196.0,342399530784000.0,496800469216000.0,Vivienda,Tlalpan
248,2015.0,12.0,Satisfaccion mínima,Hombre,No especificado,22.0,-303046377870000.0,743046377870000.0,Vivienda,Tlalpan
249,2015.0,12.0,Satisfaccion mínima,Mujer,30-44,10256.0,850391604484000.0,120080839552000.0,Vivienda,Tlalpan
250,2015.0,12.0,Satisfaccion mínima,Mujer,45-59,7944.0,649018856570000.0,939781143430000.0,Vivienda,Tlalpan
251,2015.0,12.0,Satisfaccion mínima,Mujer,60 y mas,5770.0,474064142044000.0,679935857956000.0,Vivienda,Tlalpan
252,2015.0,12.0,Estrato medio,Hombre,0-11,8333.0,684838642643000.0,981761357357000.0,Vivienda,Tlalpan
253,2015.0,12.0,Estrato medio,Hombre,12-29,20943.0,17334978747900.0,24551021252100.0,Vivienda,Tlalpan
254,2015.0,12.0,Estrato medio,Hombre,60 y mas,10415.0,871800764930000.0,121119923507000.0,Vivienda,Tlalpan
255,2015.0,12.0,Estrato medio,Mujer,45-59,18712.0,158129385234000.0,216110614766000.0,Vivienda,Tlalpan
256,2015.0,12.0,Estrato medio,Mujer,60 y mas,13657.0,1145686189210.0,1585713810790.0,Vivienda,Tlalpan
257,2015.0,12.0,Estrato alto,Hombre,0-11,2446.0,163574961506000.0,325625038494000.0,Vivienda,Tlalpan
258,2015.0,13.0,Pobreza muy alta,Hombre,12-29,17615.0,130303287912000.0,221996712088000.0,Vivienda,Xochimilco
259,2015.0,13.0,Pobreza muy alta,Mujer,60 y mas,2930.0,210169480161000.0,375830519839000.0,Vivienda,Xochimilco
260,2015.0,13.0,Pobreza alta,Hombre,30-44,5640.0,384018434960000.0,743981565040000.0,Vivienda,Xochimilco
261,2015.0,13.0,Pobreza alta,Hombre,60 y mas,1974.0,139111002886000.0,255688997114000.0,Vivienda,Xochimilco
262,2015.0,13.0,Pobreza alta,Mujer,0-11,5774.0,314744767489000.0,840055232511000.0,Vivienda,Xochimilco
263,2015.0,13.0,Pobreza alta,Mujer,12-29,8206.0,566400975750000.0,10747990242500.0,Vivienda,Xochimilco
264,2015.0,13.0,Pobreza alta,Mujer,30-44,6357.0,44493184056000.0,82646815944000.0,Vivienda,Xochimilco
265,2015.0,13.0,Pobreza alta,Mujer,45-59,4657.0,316433255772000.0,614966744228000.0,Vivienda,Xochimilco
266,2015.0,13.0,Pobreza moderada,Hombre,30-44,11453.0,843536364949000.0,144706363505000.0,Vivienda,Xochimilco
267,2015.0,13.0,Pobreza moderada,Hombre,45-59,8185.0,581689018633000.0,105531098137000.0,Vivienda,Xochimilco
268,2015.0,13.0,Pobreza moderada,Hombre,60 y mas,5048.0,344552235326000.0,665047764674000.0,Vivienda,Xochimilco
269,2015.0,13.0,Pobreza moderada,Hombre,No especificado,102.0,-348104427474000.0,238810442747000.0,Vivienda,Xochimilco
270,2015.0,13.0,Pobreza moderada,Mujer,0-11,9029.0,626021341511000.0,117977865849000.0,Vivienda,Xochimilco
271,2015.0,13.0,Satisfaccion mínima,Mujer,45-59,4293.0,304448004544000.0,554151995456000.0,Vivienda,Xochimilco
272,2015.0,13.0,Satisfaccion mínima,Mujer,60 y mas,2588.0,167745930859000.0,349854069141000.0,Vivienda,Xochimilco
273,2015.0,13.0,Estrato medio,Hombre,30-44,8716.0,607916207634000.0,113528379237000.0,Vivienda,Xochimilco
274,2015.0,13.0,Estrato medio,Hombre,45-59,6432.0,493960186566000.0,792439813434000.0,Vivienda,Xochimilco
275,2015.0,13.0,Estrato medio,Hombre,60 y mas,5909.0,442910528318000.0,738889471682000.0,Vivienda,Xochimilco
276,2015.0,13.0,Estrato medio,Mujer,12-29,9279.0,68743748882300.0,116836251118000.0,Vivienda,Xochimilco
277,2015.0,13.0,Estrato medio,Mujer,No especificado,16.0,-16277786821800.0,48277786821800.0,Vivienda,Xochimilco
278,2015.0,13.0,Estrato alto,Hombre,12-29,3504.0,228503321893000.0,472296678107000.0,Vivienda,Xochimilco
279,2015.0,13.0,Estrato alto,Hombre,30-44,2575.0,170440689788000.0,344559310212000.0,Vivienda,Xochimilco
280,2015.0,13.0,Estrato alto,Mujer,60 y mas,4586.0,299129216950000.0,618070783050000.0,Vivienda,Xochimilco
281,2015.0,14.0,Pobreza muy alta,Hombre,0-11,2796.0,138862155602000.0,420337844398000.0,Vivienda,Benito Juárez
282,2015.0,14.0,Pobreza muy alta,Hombre,12-29,2741.0,128339480369000.0,419860519631000.0,Vivienda,Benito Juárez
283,2015.0,14.0,Pobreza muy alta,Hombre,30-44,2650.0,826411646005000.0,44735883540000.0,Vivienda,Benito Juárez
284,2015.0,14.0,Pobreza muy alta,Hombre,60 y mas,1037.0,362997883933000.0,171100211607000.0,Vivienda,Benito Juárez
285,2015.0,14.0,Pobreza muy alta,Mujer,30-44,3066.0,122826624891000.0,490373375109000.0,Vivienda,Benito Juárez
286,2015.0,14.0,Pobreza alta,Hombre,0-11,2533.0,142630678885000.0,363969321115000.0,Vivienda,Benito Juárez
287,2015.0,14.0,Pobreza alta,Mujer,30-44,2160.0,144362132414000.0,287637867586000.0,Vivienda,Benito Juárez
288,2015.0,14.0,Pobreza alta,Mujer,45-59,1992.0,106540242166000.0,291859757834000.0,Vivienda,Benito Juárez
289,2015.0,14.0,Pobreza moderada,Mujer,60 y mas,4811.0,33139290256100.0,63080709743900.0,Vivienda,Benito Juárez
290,2015.0,14.0,Satisfaccion mínima,Hombre,0-11,3848.0,274466697672000.0,495133302328000.0,Vivienda,Benito Juárez
291,2015.0,14.0,Satisfaccion mínima,Hombre,45-59,5206.0,318760950233000.0,722439049767000.0,Vivienda,Benito Juárez
292,2015.0,14.0,Satisfaccion mínima,Hombre,60 y mas,3286.0,235670370200000.0,421529629800000.0,Vivienda,Benito Juárez
293,2015.0,14.0,Satisfaccion mínima,Hombre,No especificado,67.0,-552942034420000.0,189294203442000.0,Vivienda,Benito Juárez
294,2015.0,14.0,Satisfaccion mínima,Mujer,0-11,3462.0,240823477213000.0,451576522787000.0,Vivienda,Benito Juárez
295,2015.0,14.0,Satisfaccion mínima,Mujer,12-29,5893.0,411948455914000.0,766651544086000.0,Vivienda,Benito Juárez
296,2015.0,14.0,Satisfaccion mínima,Mujer,30-44,8125.0,611531393449000.0,101346860655000.0,Vivienda,Benito Juárez
297,2015.0,14.0,Satisfaccion mínima,Mujer,45-59,5321.0,355432259745000.0,708767740255000.0,Vivienda,Benito Juárez
298,2015.0,14.0,Estrato medio,Hombre,0-11,7702.0,622992908209000.0,917407091791000.0,Vivienda,Benito Juárez
299,2015.0,14.0,Estrato medio,Mujer,60 y mas,15575.0,129136439429000.0,182363560571000.0,Vivienda,Benito Juárez
300,2015.0,14.0,Estrato alto,Hombre,0-11,1921.0,102962047368000.0,281237952632000.0,Vivienda,Benito Juárez
301,2015.0,14.0,Estrato alto,Hombre,60 y mas,12265.0,101033610920000.0,144266389080000.0,Vivienda,Benito Juárez
302,2015.0,14.0,Estrato alto,Hombre,No especificado,41.0,-238861384900000.0,105886138490000.0,Vivienda,Benito Juárez
303,2015.0,14.0,Estrato alto,Mujer,0-11,1670.0,781198724956000.0,255880127504000.0,Vivienda,Benito Juárez
304,2015.0,14.0,Estrato alto,Mujer,45-59,11918.0,994680298329000.0,138891970167000.0,Vivienda,Benito Juárez
305,2015.0,15.0,Pobreza muy alta,Hombre,0-11,7435.0,506936539518000.0,980063460482000.0,Vivienda,Cuauhtémoc
306,2015.0,15.0,Pobreza muy alta,Mujer,0-11,7025.0,489762453263000.0,915237546737000.0,Vivienda,Cuauhtémoc
307,2015.0,15.0,Pobreza muy alta,Mujer,12-29,10331.0,755862130136000.0,131033786986000.0,Vivienda,Cuauhtémoc
308,2015.0,15.0,Pobreza muy alta,Mujer,45-59,4698.0,343922982419000.0,595677017581000.0,Vivienda,Cuauhtémoc
309,2015.0,15.0,Pobreza alta,Hombre,12-29,6563.0,519980595138000.0,792619404862000.0,Vivienda,Cuauhtémoc
310,2015.0,15.0,Pobreza alta,Hombre,45-59,3474.0,231846744805000.0,462953255195000.0,Vivienda,Cuauhtémoc
311,2015.0,15.0,Pobreza alta,Hombre,60 y mas,1758.0,119560770736000.0,232039229264000.0,Vivienda,Cuauhtémoc
312,2015.0,15.0,Pobreza alta,Hombre,No especificado,1.0,-105566416154000.0,305566416154000.0,Vivienda,Cuauhtémoc
313,2015.0,15.0,Pobreza alta,Mujer,60 y mas,2436.0,158294137592000.0,328905862408000.0,Vivienda,Cuauhtémoc
314,2015.0,15.0,Pobreza moderada,Hombre,60 y mas,5117.0,400856217256000.0,622543782744000.0,Vivienda,Cuauhtémoc
315,2015.0,15.0,Pobreza moderada,Mujer,0-11,7882.0,618264481470000.0,958135518530000.0,Vivienda,Cuauhtémoc
316,2015.0,15.0,Pobreza moderada,Mujer,12-29,15879.0,131291850599000.0,186288149401000.0,Vivienda,Cuauhtémoc
317,2015.0,15.0,Satisfaccion mínima,Hombre,0-11,5613.0,42858003609400.0,69401996390600.0,Vivienda,Cuauhtémoc
318,2015.0,15.0,Satisfaccion mínima,Hombre,30-44,8598.0,73071826401200.0,98888173598800.0,Vivienda,Cuauhtémoc
319,2015.0,15.0,Satisfaccion mínima,Hombre,45-59,7349.0,587236168387000.0,882563831613000.0,Vivienda,Cuauhtémoc
320,2015.0,15.0,Satisfaccion mínima,Hombre,60 y mas,4178.0,307695973534000.0,527904026466000.0,Vivienda,Cuauhtémoc
321,2015.0,15.0,Satisfaccion mínima,Mujer,12-29,10233.0,847747076534000.0,119885292347000.0,Vivienda,Cuauhtémoc
322,2015.0,15.0,Estrato medio,Hombre,30-44,19475.0,161372978065000.0,228127021935000.0,Vivienda,Cuauhtémoc
323,2015.0,15.0,Estrato medio,Hombre,45-59,13946.0,115888461221000.0,163031538779000.0,Vivienda,Cuauhtémoc
324,2015.0,15.0,Estrato medio,Mujer,30-44,22357.0,182382160199000.0,264757839801000.0,Vivienda,Cuauhtémoc
325,2015.0,15.0,Estrato medio,Mujer,60 y mas,16541.0,141869809076000.0,188950190924000.0,Vivienda,Cuauhtémoc
326,2015.0,15.0,Estrato alto,Hombre,12-29,7098.0,503169558471000.0,916430441529000.0,Vivienda,Cuauhtémoc
327,2015.0,15.0,Estrato alto,Hombre,45-59,9315.0,792449246548000.0,107055075345000.0,Vivienda,Cuauhtémoc
328,2015.0,15.0,Estrato alto,Hombre,60 y mas,8749.0,700892935041000.0,104890706496000.0,Vivienda,Cuauhtémoc
329,2015.0,15.0,Estrato alto,Mujer,0-11,773.0,383218796735000.0,116278120326000.0,Vivienda,Cuauhtémoc
330,2015.0,15.0,Estrato alto,Mujer,45-59,9285.0,720420525293000.0,113657947471000.0,Vivienda,Cuauhtémoc
331,2015.0,15.0,Estrato alto,Mujer,No especificado,24.0,-232789128087000.0,712789128087000.0,Vivienda,Cuauhtémoc
332,2015.0,16.0,Pobreza muy alta,Hombre,30-44,3115.0,193242847685000.0,429757152315000.0,Vivienda,Miguel Hidalgo
333,2015.0,16.0,Pobreza muy alta,Mujer,12-29,4013.0,223487505687000.0,579112494313000.0,Vivienda,Miguel Hidalgo
334,2015.0,16.0,Pobreza muy alta,Mujer,30-44,3660.0,23847414433600.0,49352585566400.0,Vivienda,Miguel Hidalgo
335,2015.0,16.0,Pobreza muy alta,Mujer,60 y mas,1373.0,758097951875000.0,198790204812000.0,Vivienda,Miguel Hidalgo
336,2015.0,16.0,Pobreza alta,Hombre,12-29,3285.0,177213390522000.0,479786609478000.0,Vivienda,Miguel Hidalgo
337,2015.0,16.0,Pobreza alta,Hombre,30-44,2671.0,164339539721000.0,369860460279000.0,Vivienda,Miguel Hidalgo
338,2015.0,16.0,Pobreza alta,Hombre,60 y mas,1385.0,755958068280000.0,20140419317200.0,Vivienda,Miguel Hidalgo
339,2015.0,16.0,Pobreza alta,Mujer,60 y mas,1745.0,897529327441000.0,259247067256000.0,Vivienda,Miguel Hidalgo
340,2015.0,16.0,Pobreza moderada,Hombre,0-11,4332.0,310808637994000.0,555591362006000.0,Vivienda,Miguel Hidalgo
341,2015.0,16.0,Pobreza moderada,Hombre,12-29,7600.0,514447224161000.0,100555277584000.0,Vivienda,Miguel Hidalgo
342,2015.0,16.0,Pobreza moderada,Mujer,45-59,5661.0,382136401464000.0,750063598536000.0,Vivienda,Miguel Hidalgo
343,2015.0,16.0,Pobreza moderada,Mujer,60 y mas,4524.0,301932406504000.0,602867593496000.0,Vivienda,Miguel Hidalgo
344,2015.0,16.0,Satisfaccion mínima,Hombre,30-44,5161.0,34068196132300.0,69151803867700.0,Vivienda,Miguel Hidalgo
345,2015.0,16.0,Satisfaccion mínima,Hombre,45-59,3690.0,227536721957000.0,510463278043000.0,Vivienda,Miguel Hidalgo
346,2015.0,16.0,Satisfaccion mínima,Hombre,60 y mas,2436.0,162110911841000.0,325089088159000.0,Vivienda,Miguel Hidalgo
347,2015.0,16.0,Estrato medio,Mujer,30-44,16979.0,105422004957000.0,234157995043000.0,Vivienda,Miguel Hidalgo
348,2015.0,16.0,Estrato medio,Mujer,60 y mas,10339.0,768352170833000.0,1299447829170.0,Vivienda,Miguel Hidalgo
349,2015.0,16.0,Estrato medio,Mujer,No especificado,143.0,-393978903764000.0,325397890376000.0,Vivienda,Miguel Hidalgo
350,2015.0,16.0,Estrato alto,Hombre,0-11,2506.0,151140092909000.0,350059907091000.0,Vivienda,Miguel Hidalgo
351,2015.0,16.0,Estrato alto,Hombre,45-59,8905.0,675308045007000.0,110569195499000.0,Vivienda,Miguel Hidalgo
352,2015.0,16.0,Estrato alto,Hombre,60 y mas,9791.0,688866243699000.0,126933375630000.0,Vivienda,Miguel Hidalgo
353,2015.0,16.0,Estrato alto,Mujer,12-29,7588.0,510828775221000.0,100677122478000.0,Vivienda,Miguel Hidalgo
354,2015.0,16.0,Estrato alto,Mujer,45-59,9686.0,67471403722700.0,126248596277000.0,Vivienda,Miguel Hidalgo
355,2015.0,16.0,Estrato alto,Mujer,No especificado,20.0,-280133962596000.0,680133962596000.0,Vivienda,Miguel Hidalgo
356,2015.0,17.0,Pobreza muy alta,Mujer,0-11,8284.0,583776351073000.0,107302364893000.0,Vivienda,Venustiano Carranza
357,2015.0,17.0,Pobreza muy alta,Mujer,60 y mas,3110.0,219072471000000.0,402927529000000.0,Vivienda,Venustiano Carranza
358,2015.0,17.0,Pobreza alta,Hombre,12-29,7950.0,597353471491000.0,992646528509000.0,Vivienda,Venustiano Carranza
359,2015.0,17.0,Pobreza alta,Hombre,45-59,4332.0,333789896234000.0,532610103766000.0,Vivienda,Venustiano Carranza
360,2015.0,17.0,Pobreza alta,Mujer,12-29,7940.0,619894650991000.0,968105349009000.0,Vivienda,Venustiano Carranza
361,2015.0,17.0,Pobreza alta,Mujer,45-59,4820.0,350586851941000.0,613413148059000.0,Vivienda,Venustiano Carranza
362,2015.0,17.0,Pobreza moderada,Mujer,0-11,7175.0,571743916429000.0,863256083571000.0,Vivienda,Venustiano Carranza
363,2015.0,17.0,Pobreza moderada,Mujer,12-29,14401.0,116095060770000.0,171924939230000.0,Vivienda,Venustiano Carranza
364,2015.0,17.0,Pobreza moderada,Mujer,45-59,9754.0,768378572538000.0,11824214274600.0,Vivienda,Venustiano Carranza
365,2015.0,17.0,Pobreza moderada,Mujer,60 y mas,8500.0,675172947063000.0,102482705294000.0,Vivienda,Venustiano Carranza
366,2015.0,17.0,Satisfaccion mínima,Hombre,45-59,5002.0,361255001432000.0,639144998568000.0,Vivienda,Venustiano Carranza
367,2015.0,17.0,Satisfaccion mínima,Mujer,30-44,7446.0,567635924495000.0,921564075505000.0,Vivienda,Venustiano Carranza
368,2015.0,17.0,Estrato medio,Hombre,12-29,11443.0,910291435621000.0,137830856438000.0,Vivienda,Venustiano Carranza
369,2015.0,17.0,Estrato medio,Hombre,45-59,10104.0,831721831730000.0,118907816827000.0,Vivienda,Venustiano Carranza
370,2015.0,17.0,Estrato alto,Hombre,60 y mas,5544.0,411073134131000.0,697726865869000.0,Vivienda,Venustiano Carranza
371,2015.0,17.0,Estrato alto,Mujer,12-29,3397.0,231149441593000.0,448250558407000.0,Vivienda,Venustiano Carranza
372,2015.0,17.0,Estrato alto,Mujer,60 y mas,9526.0,73352857617800.0,117167142382000.0,Vivienda,Venustiano Carranza
373,2015.0,2.0,Pobreza muy alta,Hombre,12-29,7340.0,567006883294000.0,900993116706000.0,Vivienda,Azcapotzalco
374,2015.0,2.0,Pobreza muy alta,Mujer,0-11,5243.0,362833903162000.0,685766096838000.0,Vivienda,Azcapotzalco
375,2015.0,2.0,Pobreza muy alta,Mujer,12-29,8460.0,631393635256000.0,106060636474000.0,Vivienda,Azcapotzalco
376,2015.0,2.0,Pobreza muy alta,Mujer,45-59,4147.0,289402701510000.0,539997298490000.0,Vivienda,Azcapotzalco
377,2015.0,2.0,Pobreza alta,Hombre,0-11,3267.0,154292574688000.0,499107425312000.0,Vivienda,Azcapotzalco
378,2015.0,2.0,Pobreza alta,Hombre,30-44,4073.0,223949151399000.0,590650848601000.0,Vivienda,Azcapotzalco
379,2015.0,2.0,Pobreza alta,Hombre,45-59,3196.0,179811213868000.0,459388786132000.0,Vivienda,Azcapotzalco
380,2015.0,2.0,Pobreza alta,Mujer,12-29,5872.0,364411576185000.0,809988423815000.0,Vivienda,Azcapotzalco
381,2015.0,2.0,Pobreza alta,Mujer,30-44,4333.0,220981202228000.0,645618797772000.0,Vivienda,Azcapotzalco
382,2015.0,2.0,Pobreza alta,Mujer,45-59,3190.0,201586219025000.0,436413780975000.0,Vivienda,Azcapotzalco
383,2015.0,2.0,Pobreza moderada,Hombre,0-11,7746.0,617229034539000.0,931970965461000.0,Vivienda,Azcapotzalco
384,2015.0,2.0,Pobreza moderada,Hombre,45-59,7549.0,59912268523900.0,91067731476100.0,Vivienda,Azcapotzalco
385,2015.0,2.0,Satisfaccion mínima,Mujer,30-44,7646.0,626630621654000.0,902569378346000.0,Vivienda,Azcapotzalco
386,2015.0,2.0,Satisfaccion mínima,Mujer,45-59,6856.0,528120348642000.0,843079651358000.0,Vivienda,Azcapotzalco
387,2015.0,2.0,Satisfaccion mínima,Mujer,60 y mas,4940.0,35618267585400.0,63181732414600.0,Vivienda,Azcapotzalco
388,2015.0,2.0,Estrato medio,Hombre,30-44,12356.0,101722189691000.0,145397810309000.0,Vivienda,Azcapotzalco
389,2015.0,2.0,Estrato medio,Mujer,12-29,14166.0,120094880394000.0,163225119606000.0,Vivienda,Azcapotzalco
390,2015.0,2.0,Estrato medio,Mujer,45-59,14879.0,126535863476000.0,171044136524000.0,Vivienda,Azcapotzalco
391,2015.0,2.0,Estrato alto,Hombre,30-44,5419.0,369582605955000.0,714217394045000.0,Vivienda,Azcapotzalco
392,2015.0,2.0,Estrato alto,Hombre,45-59,4026.0,29843890113500.0,50676109886500.0,Vivienda,Azcapotzalco
393,2015.0,3.0,Pobreza muy alta,Hombre,12-29,11949.0,914419627340000.0,147538037266000.0,Vivienda,Coyoacán
394,2015.0,3.0,Pobreza muy alta,Mujer,60 y mas,2859.0,2033853319180.0,3684146680820.0,Vivienda,Coyoacán
395,2015.0,3.0,Pobreza alta,Hombre,12-29,7089.0,528650604830000.0,889149395170000.0,Vivienda,Coyoacán
396,2015.0,3.0,Pobreza alta,Hombre,60 y mas,2131.0,138988969581000.0,287211030419000.0,Vivienda,Coyoacán
397,2015.0,3.0,Pobreza alta,Hombre,No especificado,66.0,-106719386206000.0,238719386206000.0,Vivienda,Coyoacán
398,2015.0,3.0,Pobreza alta,Mujer,30-44,5997.0,440824209551000.0,758575790449000.0,Vivienda,Coyoacán
399,2015.0,3.0,Pobreza alta,Mujer,45-59,4256.0,3306008508360.0,5205991491640.0,Vivienda,Coyoacán
400,2015.0,3.0,Pobreza moderada,Hombre,60 y mas,6371.0,526416657458000.0,747783342542000.0,Vivienda,Coyoacán
401,2015.0,3.0,Pobreza moderada,Hombre,No especificado,86.0,-16258151062200.0,188258151062000.0,Vivienda,Coyoacán
402,2015.0,3.0,Pobreza moderada,Mujer,12-29,14545.0,119017392654000.0,171882607346000.0,Vivienda,Coyoacán
403,2015.0,3.0,Pobreza moderada,Mujer,No especificado,18.0,-160641540003000.0,520641540003000.0,Vivienda,Coyoacán
404,2015.0,3.0,Satisfaccion mínima,Hombre,12-29,9889.0,810061337527000.0,116773866247000.0,Vivienda,Coyoacán
405,2015.0,3.0,Satisfaccion mínima,Mujer,0-11,5108.0,417441547459000.0,604158452541000.0,Vivienda,Coyoacán
406,2015.0,3.0,Satisfaccion mínima,Mujer,45-59,7554.0,635146929765000.0,875653070235000.0,Vivienda,Coyoacán
407,2015.0,3.0,Satisfaccion mínima,Mujer,60 y mas,6427.0,531582772290000.0,753817227710000.0,Vivienda,Coyoacán
408,2015.0,3.0,Estrato medio,Hombre,No especificado,342.0,820648246327000.0,601935175367000.0,Vivienda,Coyoacán
409,2015.0,3.0,Estrato medio,Mujer,0-11,8702.0,740868860169000.0,999531139831000.0,Vivienda,Coyoacán
410,2015.0,3.0,Estrato medio,Mujer,12-29,24215.0,208203170123000.0,276096829877000.0,Vivienda,Coyoacán
411,2015.0,3.0,Estrato alto,Hombre,45-59,11042.0,882950619610000.0,132544938039000.0,Vivienda,Coyoacán
412,2015.0,3.0,Estrato alto,Mujer,12-29,9686.0,729043305268000.0,120815669473000.0,Vivienda,Coyoacán
413,2015.0,3.0,Estrato alto,Mujer,45-59,13999.0,110877512525000.0,169102487475000.0,Vivienda,Coyoacán
414,2015.0,3.0,Estrato alto,Mujer,No especificado,368.0,653826882781000.0,670617311722000.0,Vivienda,Coyoacán
415,2015.0,4.0,Pobreza muy alta,Hombre,No especificado,3.0,-209558564743000.0,809558564743000.0,Vivienda,Cuajimalpa de Morelos
416,2015.0,4.0,Pobreza muy alta,Mujer,45-59,2345.0,179308698394000.0,289691301606000.0,Vivienda,Cuajimalpa de Morelos
417,2015.0,4.0,Pobreza alta,Hombre,12-29,3636.0,236831166640000.0,490368833360000.0,Vivienda,Cuajimalpa de Morelos
418,2015.0,4.0,Pobreza alta,Hombre,30-44,2290.0,132986786847000.0,325013213153000.0,Vivienda,Cuajimalpa de Morelos
419,2015.0,4.0,Pobreza alta,Mujer,12-29,3259.0,20167758313500.0,45012241686500.0,Vivienda,Cuajimalpa de Morelos
420,2015.0,4.0,Pobreza moderada,Hombre,30-44,4091.0,312828555223000.0,505371444777000.0,Vivienda,Cuajimalpa de Morelos
421,2015.0,4.0,Pobreza moderada,Hombre,60 y mas,1244.0,848053629279000.0,163994637072000.0,Vivienda,Cuajimalpa de Morelos
422,2015.0,4.0,Pobreza moderada,Mujer,45-59,3099.0,242123581876000.0,377676418124000.0,Vivienda,Cuajimalpa de Morelos
423,2015.0,4.0,Satisfaccion mínima,Hombre,12-29,2708.0,178888462312000.0,362711537688000.0,Vivienda,Cuajimalpa de Morelos
424,2015.0,4.0,Satisfaccion mínima,Hombre,30-44,1844.0,128739504000000.0,240060496000000.0,Vivienda,Cuajimalpa de Morelos
425,2015.0,4.0,Satisfaccion mínima,Hombre,60 y mas,716.0,428546984919000.0,100345301508000.0,Vivienda,Cuajimalpa de Morelos
